"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length","Shape_Area","area_ha","cost_ha","new_prob","cum_area_ha"
"7559",38523,12115,2,12115,12115,11025,102190,3600,8e+05,80,1277.375,0.01065,1051736
"7597",38727,11997,5,11997,11997,10911,150379,4000,1e+06,100,1503.79,0.00495000000000001,1051836
"7590",38688,12000,3,12000,12000,10877,18828,3400,7e+05,70,268.971428571429,0.00600000000000001,1051906
"7932",40580,10327,8,10327,10327,9625,361907,11800,5300000,530,682.843396226415,1e-05,1052436
"7598",38731,11961,2,11961,11961,10842,36547,2800,490000,49,745.857142857143,0.00480000000000003,1052485
"7570",38605,12079,3,12079,12079,10989,233743,3200,640000,64,3652.234375,0.00900000000000001,1052549
"7608",38794,11957,2,11957,11957,10873,339592,2800,490000,49,6930.44897959184,0.00330000000000008,1052598
"7588",38666,12041,3,12041,12041,10938,233040,3000,560000,56,4161.42857142857,0.00630000000000008,1052654
"7575",38620,12075,2,12075,12075,10985,101266,3000,560000,56,1808.32142857143,0.00825000000000009,1052710
"7584",38646,24137,9,24137,24137,21944,453628,7200,1600000,160,2835.175,0.00690000000000002,1052870
"7614",38804,11924,2,11924,11924,10778,377981,5000,1260000,126,2999.84920634921,0.00255000000000005,1052996
"7602",38767,11972,4,11972,11972,10852,1156497,2800,490000,49,23601.9795918367,0.00420000000000009,1053045
"7622",38849,11857,4,11857,11857,10746,159083,3000,560000,56,2840.76785714286,0.00165000000000004,1053101
"7589",38687,12003,5,12003,12003,10879,38775,3400,7e+05,70,553.928571428571,0.0061500000000001,1053171
"7628",38867,11859,3,11859,11859,10748,92527,2800,490000,49,1888.30612244898,0.000900000000000012,1053220
"7837",40104,10862,2,10862,10862,9930,511542,3400,7e+05,70,7307.74285714286,1e-05,1053290
"7618",38824,11903,3,11903,11903,10786,363005,3200,640000,64,5671.953125,0.0021000000000001,1053354
"7616",38814,11919,2,11919,11919,10836,334255,5600,1800000,180,1856.97222222222,0.00225000000000009,1053534
"7623",38852,11953,8,11953,11953,10769,720157,11800,4980000,498,1446.0983935743,0.00150000000000006,1054032
"8596",43830,1554,8,1554,1554,1447,1292600,3400,720000,72,17952.7777777778,1e-05,1054104
"8177",42083,16714,16,16714,16714,16171,1649399,13800,5090000,509,3240.4695481336,1e-05,1054613
"7612",38799,11965,6,11965,11965,10780,152454,6600,2e+06,200,762.27,0.00270000000000004,1054813
"7631",38885,11853,6,11853,11853,10743,59974,5000,1260000,126,475.984126984127,0.000450000000000061,1054939
"8114",41724,8588,7,8588,8588,8312,1110548,5000,1500000,150,7403.65333333333,1e-05,1055089
"8672",44314,5244,3,5244,5244,5008,149404,4000,1e+06,100,1494.04,1e-05,1055189
"7627",38865,23831,6,23831,23831,21605,2310587,11800,3450000,345,6697.35362318841,0.00105,1055534
"7625",38861,11879,3,11879,11879,10767,209300,3200,640000,64,3270.3125,0.00120000000000009,1055598
"8703",44415,1413,7,1413,1413,1238,471842,4800,1190000,119,3965.05882352941,1e-05,1055717
"8465",43268,8388,9,8388,8388,8017,571901,8600,2200000,220,2599.55,1e-05,1055937
"7749",39660,11490,3,11490,11490,10427,200900,3400,7e+05,70,2870,1e-05,1056007
"8393",42969,10788,13,10788,10788,10149,480112,20600,7850000,785,611.607643312102,1e-05,1056792
"7737",39621,11549,5,11549,11549,10484,3273,4400,1050000,105,31.1714285714286,1e-05,1056897
"7667",39044,11754,7,11754,11754,10649,311876,4800,1190000,119,2620.80672268908,1e-05,1057016
"8679",44337,2227,1,2227,2227,2176,489927,5400,1620000,162,3024.24074074074,1e-05,1057178
"8676",44319,5332,5,5332,5332,5007,161181,7000,2260000,226,713.190265486726,1e-05,1057404
"7633",38888,11960,5,11960,11960,10840,270027,3400,7e+05,70,3857.52857142857,0.000150000000000095,1057474
"8295",42636,6695,4,6695,6695,6442,50540,3400,7e+05,70,722,1e-05,1057544
"8589",43806,1721,2,1721,1721,1595,112130,3200,630000,63,1779.84126984127,1e-05,1057607
"7666",39042,11776,6,11776,11776,10642,78388,4400,1120000,112,699.892857142857,1e-05,1057719
"8190",42117,8103,4,8103,8103,7841,241090,5000,1260000,126,1913.4126984127,1e-05,1057845
"7629",38868,11862,2,11862,11862,10750,25401,3000,560000,56,453.589285714286,0.000750000000000028,1057901
"8497",43364,7204,8,7204,7204,6972,142206,6400,1260000,126,1128.61904761905,1e-05,1058027
"8298",42648,6752,4,6752,6752,6516,118188,3000,560000,56,2110.5,1e-05,1058083
"8284",42588,6765,4,6765,6765,6530,132230,2800,490000,49,2698.57142857143,1e-05,1058132
"8603",43857,1555,7,1555,1555,1374,620460,4800,1190000,119,5213.94957983193,1e-05,1058251
"8494",43356,11057,10,11057,11057,10701,12569517,10000,2120000,212,59290.1745283019,1e-05,1058463
"7808",39959,11068,2,11068,11068,10068,118005,2800,490000,49,2408.26530612245,1e-05,1058512
"8046",41237,18505,10,18505,18505,17882,176171,16800,5440000,544,323.84375,1e-05,1059056
"8128",41831,8446,2,8446,8446,8259,172045,3200,640000,64,2688.203125,1e-05,1059120
"7851",40146,10811,4,10811,10811,9901,9852,3400,7e+05,70,140.742857142857,1e-05,1059190
"8325",42790,6381,5,6381,6381,6080,73980,4400,1120000,112,660.535714285714,1e-05,1059302
"8341",42831,6169,6,6169,6169,5930,118068,2800,490000,49,2409.55102040816,1e-05,1059351
"8508",43502,3178,2,3178,3178,3000,281147,3000,560000,56,5020.48214285714,1e-05,1059407
"8570",43732,2129,4,2129,2129,2081,65873,3000,560000,56,1176.30357142857,1e-05,1059463
"8011",40976,9339,2,9339,9339,9085,68649,3600,8e+05,80,858.1125,1e-05,1059543
"8507",43498,3276,5,3276,3276,3100,104920,3400,7e+05,70,1498.85714285714,1e-05,1059613
"8702",44413,1412,2,1412,1412,1307,58908156,4000,1e+06,100,589081.56,1e-05,1059713
"8478",43315,3968,1,3968,3968,3843,37655240,3600,8e+05,80,470690.5,1e-05,1059793
"8602",43851,3182,7,3182,3182,3041,130777,6800,1440000,144,908.173611111111,1e-05,1059937
"7941",40643,10024,2,10024,10024,9524,629643,3000,560000,56,11243.625,1e-05,1059993
"8108",41682,8808,6,8808,8808,8449,297016,7000,2360000,236,1258.54237288136,1e-05,1060229
"7746",39651,11511,3,11511,11511,10447,589556,3400,7e+05,70,8422.22857142857,1e-05,1060299
"8252",42396,14509,11,14509,14509,14020,393501,9600,2460000,246,1599.59756097561,1e-05,1060545
"8199",42136,8247,3,8247,8247,7984,185654,5000,1360000,136,1365.10294117647,1e-05,1060681
"8161",42045,8187,1,8187,8187,8006,315860,3800,9e+05,90,3509.55555555556,1e-05,1060771
"7828",40047,11024,3,11024,11024,10006,26165,6800,2260000,226,115.774336283186,1e-05,1060997
"7655",38982,11825,2,11825,11825,10753,665282,3400,7e+05,70,9504.02857142857,1e-05,1061067
"7715",39399,11693,4,11693,11693,10594,189871,3000,560000,56,3390.55357142857,1e-05,1061123
"7751",39673,11466,3,11466,11466,10407,79269,4400,1050000,105,754.942857142857,1e-05,1061228
"7910",40437,10526,3,10526,10526,9777,25323,3600,8e+05,80,316.5375,1e-05,1061308
"8047",41239,9103,4,9103,9103,8881,45155,3000,560000,56,806.339285714286,1e-05,1061364
"8643",44130,383,11,383,383,235,1556950,8400,2650000,265,5875.28301886792,1e-05,1061629
"7862",40199,21548,6,21548,21548,19791,372607,8400,1990000,199,1872.39698492462,1e-05,1061828
"8432",43137,4715,3,4715,4715,4486,198212,4000,1e+06,100,1982.12,1e-05,1061928
"8037",41179,9060,4,9060,9060,8845,238266,3200,640000,64,3722.90625,1e-05,1061992
"8302",42670,6681,2,6681,6681,6516,118188,5000,1360000,136,869.029411764706,1e-05,1062128
"7967",40768,9811,4,9811,9811,9350,99485,2800,490000,49,2030.30612244898,1e-05,1062177
"7951",40695,9820,4,9820,9820,9359,315344,2800,490000,49,6435.59183673469,1e-05,1062226
"7952",40697,10454,12,10454,10454,9513,652012,30800,20040000,2004,325.355289421158,1e-05,1064230
"7786",39840,11244,3,11244,11244,10217,243050,3200,640000,64,3797.65625,1e-05,1064294
"8296",42646,13581,8,13581,13581,13120,797498,7000,1500000,150,5316.65333333333,1e-05,1064444
"8109",41684,8594,5,8594,8594,8316,182386,5400,1700000,170,1072.85882352941,1e-05,1064614
"7977",40801,9568,2,9568,9568,9248,870496,3400,7e+05,70,12435.6571428571,1e-05,1064684
"8697",44397,1415,2,1415,1415,1308,5519,4000,1e+06,100,55.19,1e-05,1064784
"7994",40900,9314,4,9314,9314,9061,38352,3000,560000,56,684.857142857143,1e-05,1064840
"8505",43495,3389,2,3389,3389,3290,175736,5000,1360000,136,1292.17647058824,1e-05,1064976
"7821",40019,11025,2,11025,11025,10073,62064,3400,7e+05,70,886.628571428571,1e-05,1065046
"8229",42226,7795,5,7795,7795,7532,52964,4400,1050000,105,504.419047619048,1e-05,1065151
"7964",40759,9731,3,9731,9731,9311,18545,3400,7e+05,70,264.928571428571,1e-05,1065221
"8329",42798,6310,4,6310,6310,6079,210625,4800,1190000,119,1769.95798319328,1e-05,1065340
"8049",41241,9015,5,9015,9015,8728,532338,5400,1620000,162,3286.03703703704,1e-05,1065502
"7698",39222,11680,7,11680,11680,10576,126213,3400,720000,72,1752.95833333333,1e-05,1065574
"7724",39491,23233,7,23233,23233,21102,108542,8400,2080000,208,521.836538461538,1e-05,1065782
"7643",38923,11817,2,11817,11817,10746,159083,3400,7e+05,70,2272.61428571429,1e-05,1065852
"8540",43626,2984,9,2984,2984,2586,215804,10400,3690000,369,584.834688346883,1e-05,1066221
"7716",39416,11660,3,11660,11660,10594,189871,4800,1350000,135,1406.45185185185,1e-05,1066356
"8340",42828,12426,5,12426,12426,12033,648336,6800,1400000,140,4630.97142857143,1e-05,1066496
"7845",40132,11053,3,11053,11053,9949,483100,9400,3040000,304,1589.14473684211,1e-05,1066800
"7950",40690,29889,11,29889,29889,28331,1541575,14800,4740000,474,3252.26793248945,1e-05,1067274
"7697",39221,11747,3,11747,11747,10645,54117,6400,1990000,199,271.94472361809,1e-05,1067473
"8169",42063,8794,7,8794,8794,8034,76700,16400,7250000,725,105.793103448276,1e-05,1068198
"8457",43235,4239,3,4239,4239,4105,113188,5000,1500000,150,754.586666666667,1e-05,1068348
"8009",40968,9334,3,9334,9334,9080,20569,4000,1e+06,100,205.69,1e-05,1068448
"8232",42246,22996,10,22996,22996,22392,1342425,10400,2290000,229,5862.11790393013,1e-05,1068677
"7946",40654,9963,6,9963,9963,9450,280814,4000,1e+06,100,2808.14,1e-05,1068777
"8180",42087,8215,2,8215,8215,7946,47138,3000,560000,56,841.75,1e-05,1068833
"7727",39539,11593,4,11593,11593,10528,126213,3000,560000,56,2253.80357142857,1e-05,1068889
"8711",44468,1414,5,1414,1414,1240,1053043,5000,1360000,136,7742.96323529412,1e-05,1069025
"7973",40786,9644,6,9644,9644,9244,14559,4800,1190000,119,122.344537815126,1e-05,1069144
"8606",43873,1484,4,1484,1484,1299,14386,7000,2060000,206,69.8349514563107,1e-05,1069350
"7653",38973,11829,5,11829,11829,10690,751697,4800,1190000,119,6316.78151260504,1e-05,1069469
"7632",38887,11858,4,11858,11858,10747,49142,3400,7e+05,70,702.028571428571,0.000300000000000078,1069539
"8481",43324,3925,3,3925,3925,3799,183948,3600,8e+05,80,2299.35,1e-05,1069619
"8260",42442,14155,5,14155,14155,13819,66254,6200,1200000,120,552.116666666667,1e-05,1069739
"8066",41383,8971,7,8971,8971,8678,115730,6800,2090000,209,553.732057416268,1e-05,1069948
"8348",42846,6039,1,6039,6039,5888,228327,3600,8e+05,80,2854.0875,1e-05,1070028
"7731",39576,11585,3,11585,11585,10521,9315,3200,640000,64,145.546875,1e-05,1070092
"8532",43596,2969,8,2969,2969,2725,106637,6800,2400000,240,444.320833333333,1e-05,1070332
"7686",39162,11715,2,11715,11715,10648,10080,5400,1700000,170,59.2941176470588,1e-05,1070502
"7850",40145,10962,9,10962,10962,9925,125155,13600,4750000,475,263.484210526316,1e-05,1070977
"8435",43141,4544,2,4544,4544,4405,83252,5600,1800000,180,462.511111111111,1e-05,1071157
"8415",43048,4903,5,4903,4903,4670,79050,6400,1750000,175,451.714285714286,1e-05,1071332
"8550",43663,2463,6,2463,2463,2334,611016,3400,7e+05,70,8728.8,1e-05,1071402
"8599",43844,1558,6,1558,1558,1451,227338,5400,1620000,162,1403.32098765432,1e-05,1071564
"8405",43008,4999,4,4999,4999,4768,829818,4000,1e+06,100,8298.18,1e-05,1071664
"8573",43737,2059,2,2059,2059,2014,134820,3400,7e+05,70,1926,1e-05,1071734
"8620",43980,613,3,613,613,602,81776,3200,640000,64,1277.75,1e-05,1071798
"8707",44445,1268,4,1268,1268,1165,1595500,3000,560000,56,28491.0714285714,1e-05,1071854
"7814",39985,11061,3,11061,11061,10054,252350,2800,490000,49,5150,1e-05,1071903
"8421",43087,9956,7,9956,9956,9498,587125,7200,1540000,154,3812.5,1e-05,1072057
"8167",42061,8241,4,8241,8241,7976,84405,2800,490000,49,1722.55102040816,1e-05,1072106
"7846",40137,21840,10,21840,21840,19871,570395,11400,3210000,321,1776.93146417445,1e-05,1072427
"8674",44316,15990,18,15990,15990,15379,928459,11800,2930000,293,3168.80204778157,1e-05,1072720
"8704",44428,1274,4,1274,1274,1170,1725472,3400,7e+05,70,24649.6,1e-05,1072790
"8293",42631,6757,4,6757,6757,6434,332660,8400,2760000,276,1205.28985507246,1e-05,1073066
"8303",42678,6607,5,6607,6607,6232,16470,12000,4690000,469,35.1172707889126,1e-05,1073535
"8292",42627,20193,10,20193,20193,19556,504137,10400,2260000,226,2230.69469026549,1e-05,1073761
"8662",44287,8006,2,8006,8006,7740,92881,3200,630000,63,1474.30158730159,1e-05,1073824
"7885",40305,10703,7,10703,10703,9806,59427,6400,2520000,252,235.821428571429,1e-05,1074076
"8388",42948,5541,8,5541,5541,5142,258878,6800,2400000,240,1078.65833333333,1e-05,1074316
"8487",43339,4038,7,4038,4038,3823,378352,4800,1350000,135,2802.60740740741,1e-05,1074451
"8309",42717,6397,3,6397,6397,6165,815147,2800,490000,49,16635.6530612245,1e-05,1074500
"7863",40202,10716,4,10716,10716,9881,29943,2800,490000,49,611.081632653061,1e-05,1074549
"8254",42410,7155,4,7155,7155,6986,71422,3000,560000,56,1275.39285714286,1e-05,1074605
"8504",43492,3383,1,3383,3383,3285,194145,3200,640000,64,3033.515625,1e-05,1074669
"8238",42298,22668,8,22668,22668,22149,112382,10200,2160000,216,520.287037037037,1e-05,1074885
"7907",40424,10481,5,10481,10481,9756,183357,3200,630000,63,2910.42857142857,1e-05,1074948
"8501",43434,3464,6,3464,3464,3282,181187,3800,9e+05,90,2013.18888888889,1e-05,1075038
"8673",44315,10581,10,10581,10581,10198,145474,6600,1340000,134,1085.62686567164,1e-05,1075172
"7948",40663,9894,2,9894,9894,9410,792924,3000,560000,56,14159.3571428571,1e-05,1075228
"8323",42787,6387,4,6387,6387,6159,34012,5000,1260000,126,269.936507936508,1e-05,1075354
"7756",39703,11418,3,11418,11418,10363,61442,3600,8e+05,80,768.025,1e-05,1075434
"7649",38962,11800,7,11800,11800,10700,976640,3000,560000,56,17440,1e-05,1075490
"7754",39687,11467,3,11467,11467,10407,79269,3400,7e+05,70,1132.41428571429,1e-05,1075560
"8510",43508,3349,2,3349,3349,3251,141982,5200,1440000,144,985.986111111111,1e-05,1075704
"8088",41508,8792,7,8792,8792,8591,85266,4800,1190000,119,716.521008403361,1e-05,1075823
"8490",43346,3831,6,3831,3831,3707,633120,4800,1190000,119,5320.33613445378,1e-05,1075942
"8233",42250,7709,2,7709,7709,7465,62495,3000,560000,56,1115.98214285714,1e-05,1075998
"8202",42147,7938,2,7938,7938,7760,115295,3600,8e+05,80,1441.1875,1e-05,1076078
"8263",42462,7166,6,7166,7166,6832,112453,7000,2500000,250,449.812,1e-05,1076328
"8616",43929,1479,6,1479,1479,1370,223625,4600,1200000,120,1863.54166666667,1e-05,1076448
"7711",39351,11701,4,11701,11701,10556,242800,5000,1260000,126,1926.98412698413,1e-05,1076574
"8625",44014,557,3,557,557,493,1686,3800,9e+05,90,18.7333333333333,1e-05,1076664
"7891",40352,10596,2,10596,10596,9811,112870,4000,1e+06,100,1128.7,1e-05,1076764
"8681",44349,2142,6,2142,2142,2093,386511456,3000,560000,56,6901990.28571429,1e-05,1076820
"8154",42032,8331,9,8331,8331,8062,244680,3600,8e+05,80,3058.5,1e-05,1076900
"7906",40422,10482,5,10482,10482,9757,1617,3800,9e+05,90,17.9666666666667,1e-05,1076990
"7961",40737,9722,5,9722,9722,9299,1159794,7000,2500000,250,4639.176,1e-05,1077240
"8400",42997,5000,4,5000,5000,4769,33000,3400,7e+05,70,471.428571428571,1e-05,1077310
"8431",43133,4711,8,4711,4711,4481,402772,3600,8e+05,80,5034.65,1e-05,1077390
"8547",43651,2546,1,2546,2546,2482,238697,3400,7e+05,70,3409.95714285714,1e-05,1077460
"8147",41995,8492,3,8492,8492,8304,38700,8000,2490000,249,155.421686746988,1e-05,1077709
"7904",40416,10586,3,10586,10586,9776,29817,5200,1440000,144,207.0625,1e-05,1077853
"7721",39472,11587,4,11587,11587,10522,8505,3000,560000,56,151.875,1e-05,1077909
"8380",42937,5449,2,5449,5449,5301,183535,3000,560000,56,3277.41071428571,1e-05,1077965
"7848",40143,10814,5,10814,10814,9903,298666,4800,1190000,119,2509.79831932773,1e-05,1078084
"7987",40867,9564,2,9564,9564,9245,31217,3400,7e+05,70,445.957142857143,1e-05,1078154
"7795",39880,22383,4,22383,22383,20352,698432,6000,1120000,112,6236,1e-05,1078266
"8017",41023,9241,2,9241,9241,9003,56850,3000,560000,56,1015.17857142857,1e-05,1078322
"8212",42178,16060,7,16060,16060,15618,674421,9800,2750000,275,2452.44,1e-05,1078597
"8314",42749,6356,2,6356,6356,6132,255956,3200,630000,63,4062.79365079365,1e-05,1078660
"8453",43192,8630,7,8630,8630,8262,5649420,8400,2260000,226,24997.4336283186,1e-05,1078886
"8239",42305,7708,6,7708,7708,7307,55128,10400,4200000,420,131.257142857143,1e-05,1079306
"8670",44309,10921,10,10921,10921,10197,274553,15600,6360000,636,431.687106918239,1e-05,1079942
"8414",43040,4911,4,4911,4911,4683,2406443,3400,7e+05,70,34377.7571428571,1e-05,1080012
"7980",40835,9570,1,9570,9570,9251,53033,3600,8e+05,80,662.9125,1e-05,1080092
"7683",39142,11746,3,11746,11746,10644,46803,5000,1360000,136,344.139705882353,1e-05,1080228
"8055",41311,18112,4,18112,18112,17678,450586,8600,2340000,234,1925.5811965812,1e-05,1080462
"8027",41107,9246,5,9246,9246,9007,148700,4800,1190000,119,1249.57983193277,1e-05,1080581
"7985",40858,9572,3,9572,9572,9142,107394,5000,1260000,126,852.333333333333,1e-05,1080707
"8386",42944,10922,11,10922,10922,10446,477050,8200,2130000,213,2239.67136150235,1e-05,1080920
"8136",41907,17000,10,17000,17000,16454,1584748,15000,4600000,460,3445.10434782609,1e-05,1081380
"8544",43633,2564,3,2564,2564,2500,110190,4000,1e+06,100,1101.9,1e-05,1081480
"8019",41037,9275,4,9275,9275,9034,57555,3000,560000,56,1027.76785714286,1e-05,1081536
"8363",42895,5774,7,5774,5774,5461,307890,10000,4110000,411,749.124087591241,1e-05,1081947
"8476",43306,4018,3,4018,4018,3799,183948,3200,630000,63,2919.80952380952,1e-05,1082010
"8200",42137,8067,4,8067,8067,7810,255450,2800,490000,49,5213.26530612245,1e-05,1082059
"7717",39419,11644,2,11644,11644,10578,115848,3200,630000,63,1838.85714285714,1e-05,1082122
"7657",38996,11787,5,11787,11787,10688,205092,3400,7e+05,70,2929.88571428571,1e-05,1082192
"8509",43505,6632,10,6632,6632,6356,408975,7200,1640000,164,2493.75,1e-05,1082356
"7942",40644,9967,3,9967,9967,9454,102240,3600,8e+05,80,1278,1e-05,1082436
"8327",42793,12932,7,12932,12932,12471,196298,5800,1050000,105,1869.50476190476,1e-05,1082541
"8466",43282,4145,3,4145,4145,4014,315620,3600,8e+05,80,3945.25,1e-05,1082621
"8594",43821,1632,1,1632,1632,1597,122850,3600,8e+05,80,1535.625,1e-05,1082701
"7934",40605,10324,7,10324,10324,9623,1173860,8200,3450000,345,3402.49275362319,1e-05,1083046
"8270",42515,7169,6,7169,7169,6833,45306,12800,6100000,610,74.272131147541,1e-05,1083656
"8010",40973,9325,1,9325,9325,9072,153752,3600,8e+05,80,1921.9,1e-05,1083736
"8041",41203,9164,2,9164,9164,8937,34466,3600,8e+05,80,430.825,1e-05,1083816
"7654",38974,11830,4,11830,11830,10691,929053,5400,1700000,170,5465.01764705882,1e-05,1083986
"7750",39666,11465,6,11465,11465,10405,20184,3400,7e+05,70,288.342857142857,1e-05,1084056
"7793",39873,11263,6,11263,11263,10157,10850,8400,3760000,376,28.8563829787234,1e-05,1084432
"7960",40733,9740,4,9740,9740,9317,137439,3400,7e+05,70,1963.41428571429,1e-05,1084502
"8012",40982,18891,10,18891,18891,18133,237731,13200,5510000,551,431.453720508167,1e-05,1085053
"7736",39617,11550,4,11550,11550,10485,33695,4800,1190000,119,283.151260504202,1e-05,1085172
"8561",43704,2562,2,2562,2562,2349,211586,5000,1360000,136,1555.77941176471,1e-05,1085308
"7642",38922,11886,3,11886,11886,10738,247479,4600,1200000,120,2062.325,1e-05,1085428
"7820",40018,11018,3,11018,11018,10066,26751,4000,1e+06,100,267.51,1e-05,1085528
"7773",39801,11333,1,11333,11333,10294,275200,3200,640000,64,4300,1e-05,1085592
"8172",42067,8196,2,8196,8196,8015,149260,4000,1e+06,100,1492.6,1e-05,1085692
"7780",39826,22584,8,22584,22584,20436,355492,8600,2160000,216,1645.7962962963,1e-05,1085908
"7878",40274,10704,4,10704,10704,9875,66643,2800,490000,49,1360.0612244898,1e-05,1085957
"7898",40384,10525,3,10525,10525,9777,25323,4600,1200000,120,211.025,1e-05,1086077
"8407",43018,4986,2,4986,4986,4760,149975,4000,1e+06,100,1499.75,1e-05,1086177
"7872",40239,10706,4,10706,10706,9877,107854,3400,7e+05,70,1540.77142857143,1e-05,1086247
"8203",42148,8071,10,8071,8071,7721,96035,4400,1120000,112,857.455357142857,1e-05,1086359
"8265",42464,36894,23,36894,36894,35655,3239638,20200,4890000,489,6625.02658486708,1e-05,1086848
"7656",38987,11785,3,11785,11785,10687,50251,3000,560000,56,897.339285714286,1e-05,1086904
"7895",40368,10544,3,10544,10544,9786,80983,3000,560000,56,1446.125,1e-05,1086960
"8411",43027,5199,10,5199,5199,4880,226914,7000,2260000,226,1004.04424778761,1e-05,1087186
"7740",39625,11647,3,11647,11647,10531,585714,4800,1190000,119,4921.96638655462,1e-05,1087305
"8140",41926,16815,5,16815,16815,16355,311835,7400,1700000,170,1834.32352941176,1e-05,1087475
"7836",40088,10918,2,10918,10918,9963,81927,3000,560000,56,1462.98214285714,1e-05,1087531
"7648",38948,23649,5,23649,23649,21470,3263360,6800,1430000,143,22820.6993006993,1e-05,1087674
"8665",44296,5927,6,5927,5927,5696,97800,2800,490000,49,1995.91836734694,1e-05,1087723
"7636",38903,11852,2,11852,11852,10743,59974,2800,490000,49,1223.95918367347,1e-05,1087772
"7861",40196,10754,2,10754,10754,9903,298666,4000,1e+06,100,2986.66,1e-05,1087872
"8159",42043,8267,3,8267,8267,7998,75540,2800,490000,49,1541.63265306122,1e-05,1087921
"8050",41249,8985,7,8985,8985,8696,897300,3200,630000,63,14242.8571428571,1e-05,1087984
"7692",39201,11673,6,11673,11673,10567,99342,3200,640000,64,1552.21875,1e-05,1088048
"8376",42925,5595,1,5595,5595,5446,128450,3400,7e+05,70,1835,1e-05,1088118
"8498",43367,3647,4,3647,3647,3529,287670,4800,1190000,119,2417.39495798319,1e-05,1088237
"8280",42560,6721,4,6721,6721,6486,15000,3600,8e+05,80,187.5,1e-05,1088317
"7943",40645,10325,6,10325,10325,9548,723000,14600,7690000,769,940.182054616385,1e-05,1089086
"7695",39210,11702,7,11702,11702,10557,727950,5600,1800000,180,4044.16666666667,1e-05,1089266
"8078",41458,8866,2,8866,8866,8663,11800,3000,560000,56,210.714285714286,1e-05,1089322
"7902",40407,32021,14,32021,32021,29469,1029414,18200,5950000,595,1730.10756302521,1e-05,1089917
"7937",40618,10394,5,10394,10394,9685,108531,11600,5200000,520,208.713461538462,1e-05,1090437
"8684",44361,1980,5,1980,1980,1938,111000,3400,7e+05,70,1585.71428571429,1e-05,1090507
"7709",39339,11640,2,11640,11640,10574,89954,3200,630000,63,1427.84126984127,1e-05,1090570
"8389",42950,5418,5,5418,5418,5196,421925,5200,1530000,153,2757.67973856209,1e-05,1090723
"8563",43715,2299,7,2299,2299,2163,374405,3000,560000,56,6685.80357142857,1e-05,1090779
"7712",39376,11643,1,11643,11643,10578,115848,3400,720000,72,1609,1e-05,1090851
"7865",40209,21517,7,21517,21517,19778,320250,7800,1750000,175,1830,1e-05,1091026
"7853",40152,10810,3,10810,10810,9901,9852,3000,560000,56,175.928571428571,1e-05,1091082
"7669",39052,11748,2,11748,11748,10681,34697,3000,560000,56,619.589285714286,1e-05,1091138
"8245",42359,7320,8,7320,7320,7074,75545,5000,1360000,136,555.477941176471,1e-05,1091274
"8558",43695,2215,2,2215,2215,2167,84266,3200,630000,63,1337.55555555556,1e-05,1091337
"8005",40942,9500,6,9500,9500,9151,122923,3600,8e+05,80,1536.5375,1e-05,1091417
"8675",44317,5331,2,5331,5331,5184,993347,3200,640000,64,15521.046875,1e-05,1091481
"8151",42012,8595,6,8595,8595,8318,625776,3400,7e+05,70,8939.65714285714,1e-05,1091551
"8319",42757,6532,5,6532,6532,6154,194546,10000,5050000,505,385.239603960396,1e-05,1092056
"8568",43729,2141,2,2141,2141,2093,386511456,3600,8e+05,80,4831393.2,1e-05,1092136
"7738",39622,11514,4,11514,11514,10449,191619,3400,7e+05,70,2737.41428571429,1e-05,1092206
"7965",40760,9810,4,9810,9810,9349,67759,3400,7e+05,70,967.985714285714,1e-05,1092276
"8223",42200,7851,6,7851,7851,7590,447191,3600,8e+05,80,5589.8875,1e-05,1092356
"8289",42622,6824,5,6824,6824,6527,43470,4800,1190000,119,365.294117647059,1e-05,1092475
"8364",42896,5609,3,5609,5609,5460,220630,2800,490000,49,4502.65306122449,1e-05,1092524
"8247",42373,7218,3,7218,7218,7050,33310,3000,560000,56,594.821428571429,1e-05,1092580
"7699",39225,11708,2,11708,11708,10642,78388,7000,2500000,250,313.552,1e-05,1092830
"8268",42507,14068,8,14068,14068,13648,184097,8400,2170000,217,848.373271889401,1e-05,1093047
"8197",42132,8026,3,8026,8026,7771,541051,5000,1360000,136,3978.31617647059,1e-05,1093183
"7914",40458,21337,5,21337,21337,19704,420206,11400,3960000,396,1061.12626262626,1e-05,1093579
"7829",40050,10957,3,10957,10957,9995,40700,3000,560000,56,726.785714285714,1e-05,1093635
"7766",39747,11441,6,11441,11441,10273,108150,7800,2550000,255,424.117647058824,1e-05,1093890
"8178",42085,8715,7,8715,8715,8206,28409,10400,4620000,462,61.491341991342,1e-05,1094352
"8125",41812,25594,11,25594,25594,24862,3685038,10000,2130000,213,17300.6478873239,1e-05,1094565
"7962",40749,9729,4,9729,9729,9309,95952,3600,8e+05,80,1199.4,1e-05,1094645
"8255",42417,7159,2,7159,7159,6991,53350,3000,560000,56,952.678571428571,1e-05,1094701
"8063",41337,9105,3,9105,9105,8884,25400,4400,1050000,105,241.904761904762,1e-05,1094806
"8604",43859,1405,4,1405,1405,1296,296700,3400,7e+05,70,4238.57142857143,1e-05,1094876
"8198",42133,8107,12,8107,8107,7764,115212,5800,1610000,161,715.60248447205,1e-05,1095037
"8057",41321,18723,5,18723,18723,18144,31421154,8600,2160000,216,145468.305555556,1e-05,1095253
