"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"7455",37754,421,1,421,421,2030,41,3179280,3713202000,8400,3200000,320,496875
"2799",15123,1820,2,1820,1820,407,81,4020,1009800,3400,700000,70,496945
"46",249,12066,4,12066,12066,2655,42,3026520,4013760600,5600,1800000,180,497125
"2771",14945,1914,4,1914,1914,389,81,8220,2359800,5000,1360000,136,497261
"8722",44468,1414,4,1414,1414,246,42,3000,558900,5000,1360000,136,497397
"7160",36564,1381,2,1381,1381,720,81,376140,306918000,3600,800000,80,497477
"1203",8669,6801,3,6801,6801,1474,42,4860,1231200,5000,1500000,150,497627
"2973",16159,1373,2,1373,1373,315,41,29160,21270600,8200,2620000,262,497889
"7740",39351,11701,2,11701,11701,2568,90,5040,1296000,5000,1260000,126,498015
"8281",42423,7057,2,7057,7057,1608,90,20040,8711100,3600,800000,80,498095
"963",7188,7674,2,7674,7674,1779,71,6840,2924100,5400,1700000,170,498265
"5413",29487,7933,3,7933,7933,1819,81,3420,712800,5600,1800000,180,498445
"2711",14753,1947,3,1947,1947,441,41,6600,1927800,3400,700000,70,498515
"5679",30998,14496,6,14496,14496,3206,84,14160,5140800,10200,3130000,313,498828
"2642",14430,4468,4,4468,4468,1128,122,69240,53657100,6800,1430000,143,498971
"1312",9132,13218,7,13218,13218,2858,85,150300,134329500,11600,3700000,370,499341
"2288",13059,3111,3,3111,3111,613,81,4440,1080000,3400,700000,70,499411
"8387",42896,5609,2,5609,5609,1166,82,2820,496800,2800,490000,49,499460
"293",2132,10740,1,10740,10740,2655,42,3026520,4013760600,4000,1000000,100,499560
"6894",35660,8037,8,8037,8037,1620,126,14340,4201200,11800,2960000,296,499856
"492",3871,9665,3,9665,9665,2177,71,3540,772200,3000,560000,56,499912
"7716",39162,11715,1,11715,11715,2655,42,3026520,4013760600,5400,1700000,170,500082
"4522",24340,11627,1,11627,11627,2655,42,3026520,4013760600,3200,630000,63,500145
"7857",40048,10951,2,10951,10951,2394,21,3240,656100,3200,640000,64,500209
"53",308,24045,3,24045,24045,5338,172,1864620,30251690100,7000,1500000,150,500359
"5027",27384,9349,1,9349,9349,2655,42,3026520,4013760600,3400,700000,70,500429
"4873",26513,9970,1,9970,9970,2655,42,3026520,4013760600,3400,700000,70,500499
"196",1474,11205,2,11205,11205,2437,42,13440,7128000,3000,560000,56,500555
"4727",25923,11012,2,11012,11012,2407,43,4020,1009800,4000,1000000,100,500655
"7440",37688,401,2,401,401,82,81,5220,1458000,5000,1260000,126,500781
"4714",25869,11056,2,11056,11056,2423,43,5580,1782000,3000,560000,56,500837
"4781",26154,21541,2,21541,21541,5310,84,6053040,8027521200,7800,1850000,185,501022
"423",3257,10012,2,10012,10012,2290,43,45300,25983900,3000,560000,56,501078
"7592",38522,24249,5,24249,24249,5353,124,1864500,30251647800,6800,1400000,140,501218
"7457",37767,351,1,351,351,2030,41,3179280,3713202000,5000,1360000,136,501354
"740",5863,8450,2,8450,8450,1965,82,9960,4744800,3000,560000,56,501410
"553",4432,9417,2,9417,9417,2160,43,10080,3904200,3000,560000,56,501466
"6805",35340,2932,5,2932,2932,584,43,8460,2565000,6400,1850000,185,501651
"8005",40801,9568,2,9568,9568,2182,82,4800,1179900,3400,700000,70,501721
"3275",17827,522,2,522,522,82,81,5220,1458000,6800,2250000,225,501946
"3056",16850,1030,2,1030,1030,185,81,4980,1485000,3400,700000,70,502016
"3331",18132,349,1,349,349,2030,41,3179280,3713202000,4800,1190000,119,502135
"1933",11350,9003,5,9003,9003,1768,124,28200,12406500,10400,2760000,276,502411
"4663",25582,11176,2,11176,11176,2434,43,5040,1296000,2800,490000,49,502460
"534",4276,9497,2,9497,9497,2185,82,8580,3146400,3600,800000,80,502540
"6685",34715,3490,4,3490,3490,688,42,6840,1944000,13800,6750000,675,503215
"2323",13236,3121,1,3121,3121,2030,41,3179280,3713202000,3000,560000,56,503271
"7251",36912,1084,3,1084,1084,195,81,10200,4006800,4400,1050000,105,503376
"7514",38075,273,1,273,273,2030,41,3179280,3713202000,10000,3090000,309,503685
"8312",42618,6759,1,6759,6759,1792,43,178620,164634300,5000,1360000,136,503821
"1353",9365,12765,5,12765,12765,2747,162,8820,2438100,10600,3060000,306,504127
"2470",13850,5681,5,5681,5681,1114,82,6000,1123200,14400,4890000,489,504616
"8304",42560,6721,2,6721,6721,1449,71,3000,558900,3600,800000,80,504696
"7382",37365,524,2,524,524,83,81,53880,32798700,3400,720000,72,504768
"6310",33340,15012,20,15012,15012,2931,164,64440,34148700,18000,6190000,619,505387
"6819",35396,6942,6,6942,6942,1335,162,6420,1298700,12600,4360000,436,505823
"868",6592,7919,2,7919,7919,1838,71,3000,558900,3600,800000,80,505903
"416",3231,10078,3,10078,10078,2250,42,3420,729000,3400,720000,72,505975
"5986",32520,6010,3,6010,6010,1275,43,3240,656100,3600,800000,80,506055
"6230",33162,5307,4,5307,5307,1090,81,3000,558900,3000,560000,56,506111
"2570",14153,2468,1,2468,2468,2030,41,3179280,3713202000,7000,3060000,306,506417
"2666",14566,6621,4,6621,6621,4513,103,6362400,7427322000,10400,2230000,223,506640
"1627",10403,5483,2,5483,5483,1240,81,143700,79089300,7000,2160000,216,506856
"5198",28356,8711,1,8711,8711,2655,42,3026520,4013760600,4000,1000000,100,506956
"7960",40580,10327,4,10327,10327,2295,71,2760,476100,11800,5300000,530,507486
"4113",22270,11009,1,11009,11009,2655,42,3026520,4013760600,4000,1000000,100,507586
"2290",13066,3133,2,3133,3133,620,81,4860,1231200,4800,1190000,119,507705
"582",4705,9217,3,9217,9217,2140,21,11820,5298300,3600,800000,80,507785
"2721",14780,1957,2,1957,1957,414,81,5400,1713600,4000,1000000,100,507885
"1597",10317,5479,5,5479,5479,1118,81,3240,648000,5000,1360000,136,508021
"6347",33477,4775,3,4775,4775,950,81,3600,801900,3000,560000,56,508077
"6032",32687,6306,10,6306,6306,1216,43,3600,801900,18200,13810000,1381,509458
"572",4621,18868,3,18868,18868,4313,172,37140,20265300,6400,1260000,126,509584
"950",7125,31323,6,31323,31323,9764,208,9084180,12042496800,13600,2860000,286,509870
"6284",33285,5440,2,5440,5440,1020,81,3420,712800,16200,6300000,630,510500
"2969",16145,1179,1,1179,1179,261,21,84900,55801800,3400,700000,70,510570
"1051",7916,7422,1,7422,7422,1697,43,52860,40637700,3400,700000,70,510640
"7711",39114,11719,2,11719,11719,2598,71,11820,5464800,3400,700000,70,510710
"2395",13587,6029,2,6029,6029,4060,82,6358560,7426404000,7000,1560000,156,510866
"1472",10040,17934,13,17934,17934,3741,157,10440,2259900,10200,2160000,216,511082
"4511",24302,11670,3,11670,11670,2562,90,3600,801900,4600,1200000,120,511202
"1104",8135,7051,4,7051,7051,1563,90,3000,558900,3200,640000,64,511266
"7705",39081,11752,1,11752,11752,2655,42,3026520,4013760600,3200,630000,63,511329
"5016",27286,9421,2,9421,9421,2162,82,3240,656100,4800,1190000,119,511448
"3245",17729,619,1,619,619,2030,41,3179280,3713202000,3400,700000,70,511518
"1537",10179,5578,3,5578,5578,1139,41,13440,6922800,4800,1190000,119,511637
"7535",38166,120,1,120,120,2030,41,3179280,3713202000,4000,1000000,100,511737
"7031",36129,1964,2,1964,1964,396,42,4980,1242000,3600,800000,80,511817
"4790",26191,10635,1,10635,10635,2655,42,3026520,4013760600,3000,560000,56,511873
"8326",42670,6681,3,6681,6681,1482,71,3060,583200,5000,1360000,136,512009
"7687",38987,11785,2,11785,11785,2616,71,16980,8833500,3000,560000,56,512065
"5232",28503,17397,3,17397,17397,4672,63,3032880,4015597500,11800,3830000,383,512448
"8123",41581,8712,2,8712,8712,2060,82,10080,3924900,4000,1000000,100,512548
"1619",10369,11006,3,11006,11006,3144,122,3182640,3713904000,7600,1760000,176,512724
"5329",28996,8191,2,8191,8191,1907,90,50580,26917200,8400,3450000,345,513069
"990",7365,7513,3,7513,7513,1699,82,40080,18927900,4000,1000000,100,513169
"2760",14912,3864,9,3864,3864,791,123,14880,5352300,5800,1050000,105,513274
"6501",34042,8275,3,8275,8275,2918,84,3208980,3727843200,7800,1900000,190,513464
"6579",34274,3801,2,3801,3801,748,81,6420,1852200,4400,1050000,105,513569
"6371",33592,4780,3,4780,4780,902,81,26640,12584700,8600,3300000,330,513899
"4524",24359,11689,5,11689,11689,2560,90,3240,648000,7000,2260000,226,514125
"4757",26079,10850,1,10850,10850,2655,42,3026520,4013760600,5600,1800000,180,514305
"1032",7784,7669,3,7669,7669,1748,42,3480,734400,3600,800000,80,514385
"1452",9982,11986,3,11986,11986,3420,122,3197340,3720945600,6600,1340000,134,514519
"8457",43141,4544,4,4544,4544,871,81,4980,1242000,5600,1800000,180,514699
"5761",31459,7013,2,7013,7013,1697,43,52860,40637700,8400,2550000,255,514954
"258",1891,10938,4,10938,10938,2391,82,5220,1458000,3000,560000,56,515010
"2569",14152,2434,1,2434,2434,720,81,376140,306918000,4000,1000000,100,515110
"7963",40616,10089,2,10089,10089,2252,71,4980,1360800,3400,720000,72,515182
"7336",37171,748,1,748,748,2030,41,3179280,3713202000,3400,700000,70,515252
"3429",18746,39,2,39,39,12,21,3660,826200,3600,800000,80,515332
"5608",30698,7420,2,7420,7420,1697,43,52860,40637700,4800,1350000,135,515467
"8628",43942,1109,1,1109,1109,261,21,84900,55801800,3000,560000,56,515523
"319",2384,21369,3,21369,21369,5041,164,1867920,30252827700,8200,1890000,189,515712
"5559",30390,7644,2,7644,7644,1792,43,178620,164634300,8400,3350000,335,516047
"6433",33843,4369,1,4369,4369,2030,41,3179280,3713202000,3400,700000,70,516117
"4910",26725,9886,2,9886,9886,2221,52,4200,993600,2800,490000,49,516166
"8673",44283,8262,2,8262,8262,1981,81,8400,2727000,9800,4600000,460,516626
"1355",9376,6309,4,6309,6309,1334,43,24360,8737200,5000,1360000,136,516762
"8143",41732,8635,6,8635,8635,1995,41,3420,712800,7800,2240000,224,516986
"5520",30153,15475,10,15475,15475,3462,163,10200,2897100,19600,7160000,716,517702
"3850",21132,7967,2,7967,7967,1830,43,3420,703800,3400,700000,70,517772
"5554",30369,7441,3,7441,7441,1679,90,3060,583200,2800,490000,49,517821
"8507",43346,3831,2,3831,3831,753,41,4800,1209600,4800,1190000,119,517940
"1428",9860,12155,3,12155,12155,3287,83,3182340,3713785200,6400,1260000,126,518066
"5688",31034,7087,4,7087,7087,1548,52,3060,583200,3800,900000,90,518156
"6166",32994,5465,1,5465,5465,2030,41,3179280,3713202000,3000,560000,56,518212
"1194",8626,6929,2,6929,6929,1557,71,3000,558900,2800,490000,49,518261
"7918",40315,21357,3,21357,21357,4993,123,3030120,4014556200,5800,1050000,105,518366
"2227",12625,7193,3,7193,7193,2862,122,3295380,3773052000,8800,2260000,226,518592
"8267",42339,7403,1,7403,7403,1692,41,18000,9572400,4800,1190000,119,518711
"4777",26147,10730,2,10730,10730,2377,82,6840,2220300,3400,700000,70,518781
"8480",43242,9074,3,9074,9074,2271,132,464100,497154600,6200,1190000,119,518900
"146",1018,11563,1,11563,11563,2687,82,1861740,30251171700,2800,490000,49,518949
"1291",9002,6751,2,6751,6751,1504,41,33240,26533800,5000,1360000,136,519085
"1352",9351,6271,2,6271,6271,1383,21,44340,28422000,3400,700000,70,519155
"4747",26040,10946,3,10946,10946,2392,90,4980,1242000,5000,1260000,126,519281
"6026",32671,6053,4,6053,6053,1286,43,3360,683100,8400,2900000,290,519571
"6533",34141,4003,1,4003,4003,2030,41,3179280,3713202000,3200,630000,63,519634
"418",3238,9957,2,9957,9957,2227,82,5040,1385100,3600,800000,80,519714
"2541",14076,5118,5,5118,5118,1053,86,21780,9166500,9600,2380000,238,519952
"4413",23905,12152,1,12152,12152,2687,82,1861740,30251171700,3600,800000,80,520032
"3061",16889,1066,6,1066,1066,192,41,6360,1836900,5400,1700000,170,520202
"6195",33070,5345,4,5345,5345,1063,41,2760,476100,8600,2800000,280,520482
"6432",33840,8758,3,8758,8758,2916,83,3187620,3716019000,7800,1750000,175,520657
"3063",16894,1154,2,1154,1154,720,81,376140,306918000,9000,3060000,306,520963
"2684",14627,6349,9,6349,6349,1321,173,21360,7604100,10000,2080000,208,521171
"6880",35623,2653,1,2653,2653,2030,41,3179280,3713202000,4800,1190000,119,521290
"4884",26578,9955,3,9955,9955,2226,82,4080,1040400,3400,700000,70,521360
"2208",12529,10964,13,10964,10964,2118,123,32700,12376800,21400,7590000,759,522119
"7676",38937,11816,4,11816,11816,2589,42,12840,4844700,5400,1700000,170,522289
"8156",41859,8581,1,8581,8581,2655,42,3026520,4013760600,3600,800000,80,522369
"7784",39703,11418,2,11418,11418,2496,71,8460,4309200,3600,800000,80,522449
"8337",42742,6463,3,6463,6463,1398,41,5400,1692900,5400,1700000,170,522619
"2340",13311,6704,5,6704,6704,1365,162,11640,3464100,6800,1440000,144,522763
"7260",36932,1013,2,1013,1013,720,81,376140,306918000,4000,1000000,100,522863
"1471",10034,5837,1,5837,5837,1433,41,251220,183303000,3400,700000,70,522933
"4851",26408,10200,6,10200,10200,2262,82,3660,826200,4400,1050000,105,523038
"4838",26363,10227,2,10227,10227,2268,82,3000,558900,3000,560000,56,523094
"8107",41458,8866,3,8866,8866,2059,43,3000,558900,3000,560000,56,523150
"861",6473,7979,4,7979,7979,1832,82,4740,1159200,2800,490000,49,523199
"4346",23445,11400,1,11400,11400,2491,90,5460,1744200,3400,700000,70,523269
"3828",21058,8394,2,8394,8394,2050,41,21840,15519600,5200,1440000,144,523413
"989",7364,7586,3,7586,7586,1727,81,6780,2872800,5000,1260000,126,523539
"62",379,11925,1,11925,11925,2655,42,3026520,4013760600,3400,700000,70,523609
"1114",8178,7089,1,7089,7089,2655,42,3026520,4013760600,3200,630000,63,523672
"775",6044,8271,1,8271,8271,2655,42,3026520,4013760600,3400,700000,70,523742
"163",1221,11393,1,11393,11393,2655,42,3026520,4013760600,3400,700000,70,523812
"5156",28175,8870,2,8870,8870,2049,43,3420,703800,3600,800000,80,523892
"6837",35471,5818,4,5818,5818,1181,102,16860,5489100,7200,1600000,160,524052
"4570",24869,11450,4,11450,11450,2506,21,8400,2627100,3000,560000,56,524108
"7449",37732,755,2,755,755,4060,82,6358560,7426404000,6400,1290000,129,524237
"2366",13456,3092,2,3092,3092,609,81,3000,561600,3000,560000,56,524293
"4426",23971,12024,2,12024,12024,2650,42,4440,1080000,4400,1050000,105,524398
"7363",37267,606,3,606,606,100,21,3240,648000,3000,560000,56,524454
"8475",43205,4438,4,4438,4438,857,43,8460,3596400,3400,700000,70,524524
"8247",42194,7862,1,7862,7862,1907,90,50580,26917200,4400,1050000,105,524629
"2573",14163,2396,1,2396,2396,2030,41,3179280,3713202000,4000,1000000,100,524729
"2509",13983,2527,2,2527,2527,522,43,4740,1159200,4800,1190000,119,524848
"6413",33761,4432,3,4432,4432,856,42,26880,19673100,2800,490000,49,524897
"3394",18530,211,2,211,211,43,81,3420,712800,3400,700000,70,524967
"264",1918,10935,2,10935,10935,2528,90,46200,29867400,3200,640000,64,525031
"3305",18012,407,2,407,407,83,81,53880,32798700,4800,1190000,119,525150
"4920",26800,9742,1,9742,9742,2655,42,3026520,4013760600,5400,1700000,170,525320
"7340",37187,703,2,703,703,194,81,40620,21190500,4800,1190000,119,525439
"2765",14929,1788,1,1788,1788,720,81,376140,306918000,3400,700000,70,525509
"2326",13241,3018,3,3018,3018,594,43,8820,3607200,3400,700000,70,525579
"765",6014,16562,8,16562,16562,3812,172,55380,28097100,6400,1260000,126,525705
"98",634,11802,2,11802,11802,2639,90,23940,13578300,7800,2800000,280,525985
"7017",36082,2204,2,2204,2204,482,81,5400,1692900,3400,720000,72,526057
"817",6222,8198,1,8198,8198,2687,82,1861740,30251171700,6200,1680000,168,526225
"2102",11959,3680,1,3680,3680,1352,42,459060,495769500,3000,560000,56,526281
"2912",15767,1347,4,1347,1347,250,21,3000,558900,3400,700000,70,526351
"6015",32654,5863,2,5863,5863,1255,90,3000,558900,4000,1000000,100,526451
"8052",41096,9172,2,9172,9172,2135,82,8820,2894400,3600,800000,80,526531
"481",3708,9787,1,9787,9787,2687,82,1861740,30251171700,3400,700000,70,526601
"1424",9831,6068,4,6068,6068,1294,43,5040,1296000,3600,800000,80,526681
"8117",41508,8792,3,8792,8792,2059,43,3000,558900,4800,1190000,119,526800
"2595",14265,4742,6,4742,4742,961,82,14460,4490100,7400,1690000,169,526969
"5604",30646,7289,2,7289,7289,1603,42,7080,2570400,3800,900000,90,527059
"1055",7948,7423,1,7423,7423,1697,43,52860,40637700,6000,1690000,169,527228
"6803",35331,2927,3,2927,2927,594,43,8820,3607200,6800,2890000,289,527517
"6668",34668,7228,5,7228,7228,1390,162,14880,4892400,9600,2820000,282,527799
"5462",29757,7982,4,7982,7982,1763,82,4380,1035000,11400,5740000,574,528373
"2987",16283,2414,4,2414,2414,476,84,16800,5419800,7000,1500000,150,528523
"7513",38073,179,2,179,179,34,21,3660,826200,3200,640000,64,528587
"836",6343,24398,5,24398,24398,5608,206,16740,4501800,9600,1890000,189,528776
"4831",26338,10353,2,10353,10353,2292,90,4080,1040400,2800,490000,49,528825
"2414",13666,2841,2,2841,2841,573,41,7020,3078000,3600,800000,80,528905
"803",6129,16625,5,16625,16625,3837,42,7020,1568700,7000,1560000,156,529061
"4343",23404,733,3,733,733,129,42,4800,1179900,4800,1190000,119,529180
"6285",33286,5053,3,5053,5053,982,41,3000,558900,6400,1850000,185,529365
"1310",9122,12936,2,12936,12936,5310,84,6053040,8027521200,7000,1500000,150,529515
"6467",33935,4191,1,4191,4191,2030,41,3179280,3713202000,4000,1000000,100,529615
"5998",32586,6018,6,6018,6018,1224,41,3960,980100,6600,1900000,190,529805
"7712",39120,11804,4,11804,11804,2577,71,2820,496800,7800,2410000,241,530046
"8574",43698,2394,3,2394,2394,469,81,7020,2446200,8400,2750000,275,530321
"6791",35249,3069,1,3069,3069,2030,41,3179280,3713202000,3000,560000,56,530377
"1381",9509,6207,6,6207,6207,1303,81,4440,1080000,4000,1000000,100,530477
"8495",43315,3968,1,3968,3968,1352,42,459060,495769500,3600,800000,80,530557
"3196",17482,734,2,734,734,164,42,9780,3947400,3400,700000,70,530627
"1001",7463,7430,2,7430,7430,1676,82,8400,2716200,3000,560000,56,530683
"5389",29348,8054,2,8054,8054,1852,82,4260,1015200,11200,3850000,385,531068
"850",6421,7939,5,7939,7939,1802,71,3060,583200,4000,1000000,100,531168
"2294",13104,3051,2,3051,3051,603,21,10380,3996000,4000,1000000,100,531268
"7432",37647,466,2,466,466,83,81,53880,32798700,6000,1690000,169,531437
"1298",9062,6542,2,6542,6542,1433,41,251220,183303000,3200,640000,64,531501
"7212",36781,1245,2,1245,1245,238,42,8400,2709900,4800,1190000,119,531620
"2970",16151,1243,3,1243,1243,237,43,2760,476100,2800,490000,49,531669
"3128",17213,870,1,870,870,2030,41,3179280,3713202000,7000,2360000,236,531905
"6556",34213,4019,1,4019,4019,818,41,17040,7570800,3800,900000,90,531995
"6846",35502,2837,2,2837,2837,583,41,9960,4131900,7000,2060000,206,532201
"540",4323,18939,3,18939,18939,4313,172,37140,20265300,7000,1560000,156,532357
"6725",34908,3263,3,3263,3263,644,52,3540,772200,3600,800000,80,532437
"3951",21490,4487,2,4487,4487,879,21,4020,1009800,4000,1000000,100,532537
"4458",24102,11945,1,11945,11945,2687,82,1861740,30251171700,3600,800000,80,532617
"7670",38911,11860,3,11860,11860,2606,42,9840,3761100,5000,1360000,136,532753
"2938",15928,2748,7,2748,2748,538,82,16800,6534000,8000,1820000,182,532935
"1858",11100,4757,6,4757,4757,896,81,3420,712800,7000,2500000,250,533185
"2048",11771,12145,7,12145,12145,2401,126,10020,2081700,10000,2070000,207,533392
"1727",10659,10164,4,10164,10164,2050,162,6840,1425600,6200,1190000,119,533511
"8513",43359,3643,3,3643,3643,702,81,3600,801900,3000,560000,56,533567
"325",2417,21536,5,21536,21536,4722,153,9000,2152800,6800,1490000,149,533716
"2820",15278,1736,1,1736,1736,384,42,6480,1814400,4400,1050000,105,533821
"5927",32189,6267,3,6267,6267,1382,43,66180,44924400,5400,1700000,170,533991
"3024",16666,1038,2,1038,1038,200,81,3180,621000,3800,900000,90,534081
"5214",28437,8575,4,8575,8575,1997,21,3360,683100,4000,1000000,100,534181
"1261",8882,6647,4,6647,6647,1447,82,4980,1485000,5000,1500000,150,534331
"4117",22286,10977,2,10977,10977,2399,82,6600,2068200,3000,560000,56,534387
"3309",18026,528,2,528,528,194,81,40620,21190500,9800,3470000,347,534734
"5735",31267,6925,5,6925,6925,1510,43,3540,772200,3000,560000,56,534790
"7957",40566,10262,1,10262,10262,2655,42,3026520,4013760600,6400,1990000,199,534989
"1771",10765,4918,3,4918,4918,972,42,2940,538200,3600,800000,80,535069
"2769",14943,1952,2,1952,1952,428,41,3480,734400,9000,4060000,406,535475
"5089",27902,9051,2,9051,9051,2191,21,86400,70120800,3200,640000,64,535539
"8082",41296,8860,2,8860,8860,2056,42,2820,496800,2800,490000,49,535588
"3767",20739,9140,1,9140,9140,2655,42,3026520,4013760600,3400,700000,70,535658
"6184",33039,5398,6,5398,5398,1090,81,3000,558900,3200,630000,63,535721
"8575",43701,2311,2,2311,2311,2030,41,3179280,3713202000,3000,560000,56,535777
"5435",29584,7986,3,7986,7986,1834,43,2820,496800,8400,2960000,296,536073
"2324",13239,3156,2,3156,3156,664,81,20340,10015200,4800,1190000,119,536192
"7035",36143,2008,1,2008,2008,2030,41,3179280,3713202000,3400,700000,70,536262
"2539",14072,2461,2,2461,2461,566,81,16800,7248600,3200,630000,63,536325
"3442",18851,69,3,69,69,21,81,6420,1830600,3000,560000,56,536381
"8719",44455,1273,4,1273,1273,226,42,3660,826200,3000,560000,56,536437
"2671",14575,2206,3,2206,2206,429,43,2880,518400,8400,3620000,362,536799
"6112",32880,5832,1,5832,5832,1240,81,143700,79089300,6800,1890000,189,536988
"1944",11402,4315,2,4315,4315,848,43,8040,2540700,2800,490000,49,537037
"6065",32761,5749,3,5749,5749,1201,43,3420,712800,3400,700000,70,537107
"8586",43735,2886,2,2886,2886,514,81,8400,4257900,16800,11710000,1171,538278
"1137",8270,14235,4,14235,14235,3153,86,18180,8148600,7000,1520000,152,538430
"5134",28083,8897,1,8897,8897,2655,42,3026520,4013760600,5000,1360000,136,538566
"6688",34730,3384,1,3384,3384,832,81,116100,59850000,3600,800000,80,538646
"7000",36047,2210,1,2210,2210,2030,41,3179280,3713202000,3800,900000,90,538736
"8573",43695,2215,3,2215,2215,464,21,5220,1539000,3200,630000,63,538799
"142",997,11513,2,11513,11513,2535,52,2880,518400,3600,800000,80,538879
"3189",17461,744,3,744,744,131,81,6180,1676700,6200,1680000,168,539047
"7012",36070,2258,4,2258,2258,459,21,3240,648000,6800,2090000,209,539256
"1115",8179,7139,3,7139,7139,1584,81,5040,1385100,5000,1360000,136,539392
"7724",39208,11683,2,11683,11683,2598,71,11820,5464800,3000,560000,56,539448
"2960",16084,1365,1,1365,1365,2030,41,3179280,3713202000,5600,1800000,180,539628
"6715",34861,3279,3,3279,3279,647,52,3600,801900,3600,800000,80,539708
"6970",35934,2366,1,2366,2366,720,81,376140,306918000,4600,1200000,120,539828
"7780",39677,23292,4,23292,23292,5138,180,23880,10978200,6800,1460000,146,539974
"1538",10180,11355,6,11355,11355,2368,163,7500,1744200,7000,1560000,156,540130
"7443",37698,335,1,335,335,2030,41,3179280,3713202000,3000,560000,56,540186
"974",7286,15386,4,15386,15386,3535,163,9240,2502900,6800,1460000,146,540332
"4244",22809,10204,1,10204,10204,2655,42,3026520,4013760600,3000,560000,56,540388
"3064",16900,914,2,914,914,164,42,9780,3947400,3000,560000,56,540444
"6286",33290,10389,7,10389,10389,2067,83,34140,18268200,15200,5530000,553,540997
"1529",10168,11407,7,11407,11407,2363,123,10980,3078000,8000,2000000,200,541197
"6701",34768,3308,1,3308,3308,2030,41,3179280,3713202000,3600,800000,80,541277
"6585",34294,11847,11,11847,11847,2279,165,10140,2135700,21800,7540000,754,542031
"6426",33826,9081,6,9081,9081,1798,162,32400,15820200,6800,1400000,140,542171
"5361",29157,8085,1,8085,8085,1878,43,38400,20058300,2800,490000,49,542220
"7543",38197,99,7,99,99,18,21,8400,2513700,3000,560000,56,542276
"6766",35142,3103,2,3103,3103,629,41,6420,1825200,3000,560000,56,542332
"4608",25143,11366,2,11366,11366,2483,71,4980,1242000,3000,560000,56,542388
"1364",9441,6583,3,6583,6583,1410,42,7020,2251800,3000,560000,56,542444
"4379",23726,13609,2,13609,13609,4060,82,6358560,7426404000,8400,2260000,226,542670
"1086",8085,7056,2,7056,7056,1608,90,20040,8711100,3000,560000,56,542726
"7622",38666,12041,3,12041,12041,2650,42,4440,1080000,3000,560000,56,542782
"6464",33924,4456,3,4456,4456,843,41,4800,1179900,7000,2360000,236,543018
"4540",24509,11543,3,11543,11543,2533,21,3060,583200,2800,490000,49,543067
"5526",30174,7567,2,7567,7567,1918,43,59760,39222900,2800,490000,49,543116
"6005",32622,6019,7,6019,6019,1225,43,3420,712800,6400,1920000,192,543308
"8690",44320,2458,2,2458,2458,511,41,3660,826200,3600,800000,80,543388
"6220",33140,16194,8,16194,16194,3331,223,18600,5699700,18400,5530000,553,543941
"7624",38688,12000,3,12000,12000,2642,71,3360,683100,3400,700000,70,544011
"1347",9315,6278,6,6278,6278,1322,41,3240,648000,3600,800000,80,544091
"5880",32010,12943,6,12943,12943,2799,124,464040,497254500,9800,2520000,252,544343
"2974",16160,1359,2,1359,1359,454,81,76860,55606500,3400,700000,70,544413
"241",1816,33084,7,33084,33084,7243,262,33480,15772500,10600,2300000,230,544643
"8355",42801,12564,7,12564,12564,2702,162,15360,5300100,7000,1500000,150,544793
"6034",32692,20728,8,20728,20728,5092,203,3193320,3717810900,35000,16650000,1665,546458
"4319",23104,1322,2,1322,1322,242,42,8400,3036600,2800,490000,49,546507
"2521",14029,5229,2,5229,5229,4060,82,6358560,7426404000,6800,1400000,140,546647
"2093",11925,7773,4,7773,7773,1775,122,73980,36473400,6400,1290000,129,546776
"2777",14985,1986,1,1986,1986,2030,41,3179280,3713202000,2800,490000,49,546825
"4460",24105,11900,4,11900,11900,2607,81,2880,518400,3200,640000,64,546889
"6795",35270,3079,2,3079,3079,608,81,2880,518400,6800,2260000,226,547115
"5569",30457,15141,6,15141,15141,4348,123,3029880,4014443700,18200,6490000,649,547764
"1649",10472,10559,5,10559,10559,2259,122,25380,8802900,6600,1340000,134,547898
"608",4957,20321,4,20321,20321,4933,84,3029340,4014257400,6400,1260000,126,548024
"8377",42870,5953,2,5953,5953,1257,42,3060,583200,3200,640000,64,548088
"5982",32489,6147,7,6147,6147,1266,43,11460,4071600,4800,1190000,119,548207
"3411",18620,178,2,178,178,34,21,3660,826200,3000,560000,56,548263
"6762",35116,10233,5,10233,10233,3389,203,3189240,3716246700,15200,4390000,439,548702
"8346",42782,6479,4,6479,6479,1342,82,6780,2872800,7800,2800000,280,548982
"2794",15107,1794,1,1794,1794,2030,41,3179280,3713202000,4000,1000000,100,549082
"5795",31626,6731,1,6731,6731,1474,42,4860,1231200,3200,630000,63,549145
"7752",39486,11590,3,11590,11590,2542,90,3000,561600,3000,560000,56,549201
"3921",21390,5891,1,5891,5891,2030,41,3179280,3713202000,6400,1750000,175,549376
"5440",29613,7824,1,7824,7824,1878,43,38400,20058300,5000,1500000,150,549526
"5724",31198,14354,11,14354,14354,3229,124,55860,41196600,23600,14440000,1444,550970
"6711",34835,3213,4,3213,3213,617,41,3420,712800,4400,1050000,105,551075
"2618",14329,2290,2,2290,2290,481,41,11460,3931200,3000,560000,56,551131
